GeoFips;GeoName;LineCode;Description;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
20100;Dover, DE (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6093023;6233227;6417318;7140541;7155882;7328201;7523257;7256045;7692168;7496283;7568530;7075683;7079534;7256299;7430423;7582401;7633026;7813320;8393407;7962310;8301820;8525668;8417117
20100;Dover, DE (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;79.824;81.661;84.073;93.548;93.749;96.007;98.562;95.061;100.775;98.209;99.155;92.698;92.749;95.065;97.346;99.337;100.000;102.362;109.962;104.314;108.762;111.694;110.272
20100;Dover, DE (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4237267;4450512;4684848;5360606;5530239;5858794;6197568;6110642;6661653;6557371;6738419;6440377;6580817;6878583;7205348;7457250;7633026;7983420;8763609;8533519;9296228;10169601;10509748
20220;Dubuque, IA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3855258;4029488;4227320;4702841;5026658;5156032;5407343;5180129;4858010;5259169;5245759;5982874;5657235;6160513;6276359;6100045;6389591;6378942;6631496;6591464;6752157;6956228;7014874
20220;Dubuque, IA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;60.337;63.063;66.159;73.602;78.669;80.694;84.627;81.071;76.030;82.308;82.099;93.635;88.538;96.415;98.228;95.468;100.000;99.833;103.786;103.159;105.674;108.868;109.786
20220;Dubuque, IA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2905791;3085441;3279125;3710893;4059654;4260592;4571032;4426561;4307817;4642049;4681155;5473445;5287927;5865840;6111644;6031949;6389591;6494713;6930486;7065775;7454583;8312224;9017369
20260;Duluth, MN-WI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);12253523;12700217;12888563;13587931;13779643;13588792;13279290;13688675;12957238;14437583;14920720;14242804;14702778;14577480;13289145;13651341;13554938;13868115;14163657;13358014;13882259;14087884;14678601
20260;Duluth, MN-WI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;90.399;93.694;95.084;100.243;101.658;100.250;97.966;100.987;95.591;106.512;110.076;105.075;108.468;107.544;98.039;100.711;100.000;102.310;104.491;98.547;102.415;103.932;108.290
20260;Duluth, MN-WI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8354859;8874115;9206068;10042046;10679381;11029610;11110566;11765038;11410895;12965634;13799924;13361010;13825423;13877604;12845037;13299896;13554938;14262706;14903873;14346875;15683507;17182263;18838611
20500;Durham-Chapel Hill, NC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);28804211;30201383;32012910;32654238;34913541;42727162;46088689;47789005;44318883;48092806;47239079;48043292;48743277;47803224;47012945;46676890;46431099;48726823;50111370;51537975;55135346;56996009;59014927
20500;Durham-Chapel Hill, NC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;62.036;65.046;68.947;70.328;75.194;92.023;99.263;102.925;95.451;103.579;101.740;103.472;104.980;102.955;101.253;100.529;100.000;104.944;107.926;110.999;118.747;122.754;127.102
20500;Durham-Chapel Hill, NC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);23933082;25279905;26961399;27828389;30348278;37487324;40107678;41450152;39216307;42317161;42386099;44186459;45533196;45542235;45760163;46005873;46431099;49617704;51910487;54614536;60159080;64841618;70305292
20700;East Stroudsburg, PA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5097726;5267639;5383866;5832838;6259895;6581884;6992166;7069111;6852086;6960063;6855732;6699526;6791017;6848021;7128640;7235652;7597383;7669423;7632076;6867159;7254850;7182444;7420773
20700;East Stroudsburg, PA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;67.098;69.335;70.865;76.774;82.395;86.634;92.034;93.047;90.190;91.611;90.238;88.182;89.386;90.137;93.830;95.239;100.000;100.948;100.457;90.388;95.491;94.538;97.675
20700;East Stroudsburg, PA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3509853;3715022;3865901;4292479;4755500;5169082;5626828;5868135;5879343;5985654;6020216;6025994;6212811;6403984;6852934;7093026;7597383;7852706;7960053;7266452;8082380;8576529;9215416
20740;Eau Claire, WI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5636680;5915449;6191610;6509800;6970625;7079608;7312374;7138258;7067548;7480739;7674900;7968348;7991158;8639073;8851444;8802779;8949759;9144818;9326946;8812056;9126206;9296439;9433986
20740;Eau Claire, WI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;62.981;66.096;69.182;72.737;77.886;79.104;81.705;79.759;78.969;83.586;85.755;89.034;89.289;96.529;98.901;98.358;100.000;102.179;104.214;98.461;101.972;103.874;105.411
20740;Eau Claire, WI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4413984;4698294;4957392;5327948;5798156;5992251;6312659;6229502;6336541;6719404;6999970;7424729;7574792;8301681;8673809;8720795;8949759;9308969;9681672;9388281;10081616;10954893;11674198
20940;El Centro, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4964608;6020679;5596632;5383995;5877892;6297795;6078852;7113770;6819061;6774235;7039022;6645696;6988080;7396757;8069618;8220070;8039122;8000968;8360083;8764641;8402635;8994544;10467574
20940;El Centro, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;61.756;74.892;69.617;66.972;73.116;78.339;75.616;88.489;84.823;84.266;87.560;82.667;86.926;92.010;100.379;102.251;100.000;99.525;103.992;109.025;104.522;111.885;130.208
20940;El Centro, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3646230;4404064;4276080;4330900;4723209;5182448;5384693;6403227;5951348;6124019;6816614;6559862;7158340;7624316;8058720;7943155;8039122;8099883;8609240;9162415;9800255;11668788;13483299
21060;Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4524106;4570157;4733589;4919011;5050430;5224136;5265452;5574726;5515255;6172700;6517044;6244760;6172082;5978962;5711240;5828847;5939236;5878170;6040413;5940437;6334541;6507673;6624628
21060;Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;76.173;76.949;79.700;82.822;85.035;87.960;88.655;93.863;92.861;103.931;109.729;105.144;103.920;100.669;96.161;98.141;100.000;98.972;101.704;100.020;106.656;109.571;111.540
21060;Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3300844;3417330;3617043;3842856;4054772;4317513;4467885;4806219;4883707;5491450;5859306;5719200;5743800;5679864;5567687;5757926;5939236;5997132;6288326;6325524;6961491;7612503;8182312
21140;Elkhart-Goshen, IN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8242652;8950685;9859685;10519849;11345226;12119110;12195613;10614239;7815232;10437631;10276136;10537086;11523103;12529679;13572433;14813421;16441996;16607681;16078429;15671462;19322879;20150508;18282076
21140;Elkhart-Goshen, IN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;50.132;54.438;59.966;63.982;69.002;73.708;74.174;64.556;47.532;63.482;62.499;64.086;70.083;76.205;82.547;90.095;100.000;101.008;97.789;95.314;117.521;122.555;111.191
21140;Elkhart-Goshen, IN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);7294697;7935673;8710863;9317486;10017145;10548437;10630994;9201168;7216202;9416801;9198156;9718862;10774935;11928481;13471934;14825611;16441996;16645083;16337468;16106471;19442877;21178254;20857760
21300;Elmira, NY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3275905;3283037;3338562;3436206;3501939;3465053;3562798;3769235;3744922;3879817;3972684;3982880;4012432;4011674;3880865;3789358;3691136;3741851;3715758;3532357;3643263;3618249;3622588
21300;Elmira, NY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;88.751;88.944;90.448;93.093;94.874;93.875;96.523;102.116;101.457;105.112;107.628;107.904;108.705;108.684;105.140;102.661;100.000;101.374;100.667;95.698;98.703;98.025;98.143
21300;Elmira, NY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2469505;2513668;2586837;2712919;2845166;2900284;3057188;3292945;3313786;3465237;3595855;3669369;3776304;3851551;3762626;3729752;3691136;3826539;3889029;3793888;4061573;4309689;4544209
21340;El Paso, TX (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);21546208;22344375;22463779;23844191;24433210;25013893;25587850;24919571;25338786;27435612;28829005;29698266;29559100;29112388;29541342;29797189;30409532;31352307;33052829;32881105;35262097;35929929;38112106
21340;El Paso, TX (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;70.853;73.478;73.871;78.410;80.347;82.257;84.144;81.947;83.325;90.220;94.803;97.661;97.203;95.734;97.145;97.986;100.000;103.100;108.692;108.128;115.957;118.154;125.329
21340;El Paso, TX (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);15390111;16260672;16647608;18155591;19400466;20608460;21702162;21465870;22335587;24408391;26166521;27533268;27712583;27799718;28810713;29329099;30409532;32275221;34498109;34648331;39630159;45041559;48609163
21420;Enid, OK (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);1771703;1796882;1882984;1933053;1961842;2121421;2096693;2290124;2266582;2316838;2546516;2829109;2760523;3076434;3293618;3244115;2849100;2805923;2843513;2678999;2950916;2892301;3088603
21420;Enid, OK (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;62.185;63.068;66.090;67.848;68.858;74.459;73.591;80.381;79.554;81.318;89.380;99.298;96.891;107.979;115.602;113.865;100.000;98.485;99.804;94.030;103.574;101.516;108.406
21420;Enid, OK (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);1436865;1477756;1618976;1734592;1843428;2055555;2120133;2437665;2295191;2435758;2792421;3123141;3108510;3498250;3210058;3102777;2849100;2901868;2931128;2727076;3271961;3538129;3804621
21500;Erie, PA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);11145593;11002734;11124957;11451712;11969021;12152810;12578339;13192175;12022868;12349756;12878647;12534074;12729553;12083553;12099658;11792201;11500326;11600425;11660440;10962392;11187341;11253914;11425284
21500;Erie, PA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;96.915;95.673;96.736;99.577;104.075;105.674;109.374;114.711;104.544;107.386;111.985;108.989;110.689;105.071;105.211;102.538;100.000;100.870;101.392;95.322;97.278;97.857;99.347
21500;Erie, PA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8133604;8190099;8422007;8877614;9566523;10035804;10624306;11336913;10686903;11007102;11647794;11587600;11958356;11539184;11815957;11669139;11500326;11844098;12167025;11748759;12350432;13248530;14204975
21660;Eugene-Springfield, OR (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);12031268;12266805;12551258;13154266;13772300;14213521;14493875;14356808;13475117;13659167;13727765;13839633;13933773;14146572;14847249;15290781;15867405;16302256;16370571;16256109;17393440;17722102;18136369
21660;Eugene-Springfield, OR (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;75.824;77.308;79.101;82.901;86.796;89.577;91.344;90.480;84.923;86.083;86.516;87.221;87.814;89.155;93.571;96.366;100.000;102.741;103.171;102.450;109.617;111.689;114.300
21660;Eugene-Springfield, OR (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8957564;9305378;9642089;10366349;11100996;11725718;12195798;12233886;11797263;12000882;12171136;12551239;12916615;13388248;14364967;15060607;15867405;16645391;17086353;17481966;19611629;21138143;22550913
21780;Evansville, IN-KY (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);15630244;16495979;17186413;18223063;17730892;16787392;16618991;17368526;16741997;17275907;17434619;17063423;16405106;16212597;16355836;16686163;17861300;18372489;19231710;18297741;20447519;20283908;21197753
21780;Evansville, IN-KY (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;87.509;92.356;96.222;102.025;99.270;93.988;93.045;97.241;93.733;96.723;97.611;95.533;91.847;90.769;91.571;93.421;100.000;102.862;107.673;102.444;114.479;113.563;118.680
21780;Evansville, IN-KY (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);10739081;11510379;12176091;13431264;13755373;13622618;13857746;14840830;14479653;15159711;15917127;15911431;15405619;15520978;15885162;16343473;17861300;19061881;19917771;18701405;23048315;26463345;27437679
21820;Fairbanks, AK (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6194461;5405237;5485142;5533733;6053767;6280790;6387082;6910300;6775344;6888331;6377776;6048355;5983537;5895861;5833875;5871559;5765988;5667136;5655579;5450465;5728811;5576437;5595570
21820;Fairbanks, AK (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;107.431;93.743;95.129;95.972;104.991;108.928;110.772;119.846;117.505;119.465;110.610;104.897;103.773;102.252;101.177;101.831;100.000;98.286;98.085;94.528;99.355;96.713;97.044
21820;Fairbanks, AK (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3943912;3514657;3686735;3862775;4469104;4916411;5217896;5796264;5751669;6069225;5805648;5598413;5590528;5609629;5639118;5719167;5765988;5834518;5961120;5847708;6508091;6874732;7198784
22020;Fargo, ND-MN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8308968;8798207;9290412;9634313;9942857;10481161;10933137;11253725;10968004;11389855;12035257;13204961;13123474;14040208;14538153;14490882;14963357;15069720;15447960;14918880;15715270;15774847;16342815
22020;Fargo, ND-MN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;55.529;58.798;62.088;64.386;66.448;70.046;73.066;75.209;73.299;76.118;80.432;88.249;87.704;93.831;97.158;96.842;100.000;100.711;103.239;99.703;105.025;105.423;109.219
22020;Fargo, ND-MN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);6072945;6547712;7036716;7494733;7922877;8591202;9235452;9654497;9643417;10057064;10795919;12129413;12287328;13376144;14137412;14299369;14963357;15377521;16136420;15944201;17538000;18949095;20535575
22140;Farmington, NM (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6268953;6286823;6195438;6338548;6351462;6490093;6697459;6617050;6682144;6237647;6217680;6209961;6138534;6363491;6451182;5916590;5756828;5571010;5616181;5215071;5232665;5261890;5389548
22140;Farmington, NM (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;108.896;109.206;107.619;110.105;110.329;112.737;116.339;114.943;116.073;108.352;108.005;107.871;106.630;110.538;112.061;102.775;100.000;96.772;97.557;90.589;90.895;91.403;93.620
22140;Farmington, NM (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4184875;4041699;4555564;5047957;5781027;6164652;6616461;7287436;6334081;6333241;6601191;6456648;6507817;6844012;6262988;5645360;5756828;5760914;5823724;5311398;5902220;6673186;6822347
22180;Fayetteville, NC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);15661457;16453812;16961612;17890326;19016897;19383446;19224454;19987095;20658705;21296458;21390898;20865214;20872570;20879661;21229759;21743427;20429752;20637146;21135053;21203498;22169085;22234795;22590970
22180;Fayetteville, NC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;76.660;80.538;83.024;87.570;93.084;94.879;94.100;97.833;101.121;104.242;104.705;102.132;102.168;102.202;103.916;106.430;100.000;101.015;103.452;103.787;108.514;108.835;110.579
22180;Fayetteville, NC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);10958086;11875614;12561722;13564825;14856603;15668182;16025735;17032014;18076249;18840176;19252744;19114533;19429005;19834172;20648152;21425793;20429752;21149051;22136630;22745992;24772462;26441177;28205160
22220;Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);14390383;15475818;16456205;17998776;19132896;19497792;18997925;18715122;17872407;18994147;19424828;20403401;21948000;23059097;24141183;24843960;26264981;27042602;27637679;28837477;31616653;32911430;33361348
22220;Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;54.789;58.922;62.655;68.528;72.846;74.235;72.332;71.255;68.047;72.317;73.957;77.683;83.564;87.794;91.914;94.590;100.000;102.961;105.226;109.794;120.376;125.305;127.018
22220;Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);10558291;11572672;12454134;14091182;15386916;16204160;16286293;16398548;16263572;17238294;17775310;19097321;20865302;22167775;23669016;24613000;26264981;27465211;28647196;30399427;34529574;38434130;40776485
22380;Flagstaff, AZ (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);5400923;5460131;5555878;5742324;6021846;6249977;6799218;6648085;6312290;6722700;7219011;6953191;7198666;7062458;7203886;7237251;7898455;7901190;7642638;7005682;7571641;7714807;8001256
22380;Flagstaff, AZ (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;68.379;69.129;70.341;72.702;76.241;79.129;86.083;84.169;79.918;85.114;91.398;88.032;91.140;89.416;91.206;91.629;100.000;100.035;96.761;88.697;95.862;97.675;101.302
22380;Flagstaff, AZ (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3800666;3909988;4076325;4322202;4691124;5072815;5685933;5652559;5589750;5947604;6452476;6301387;6660319;6711052;7008745;7124979;7898455;8077292;8014911;7533522;8431454;9108700;9967529
22420;Flint, MI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);14846436;15658105;16049898;16000804;16269126;16052490;15796244;14384654;13036939;13809099;14068684;14212214;14641351;14572511;15301824;15687268;15931552;16335674;16724794;15263502;15627227;15786872;16090544
22420;Flint, MI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;93.189;98.284;100.743;100.435;102.119;100.759;99.151;90.290;81.831;86.678;88.307;89.208;91.902;91.469;96.047;98.467;100.000;102.537;104.979;95.807;98.090;99.092;100.998
22420;Flint, MI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);12501574;13255537;13628754;13622501;13880828;13683096;13676184;12510175;11836684;12484514;12766512;13204280;13819675;13992052;15072059;15632551;15931552;16519873;17212796;16086955;16813744;17895523;19151079
22500;Florence, SC (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);7711979;7768600;8008671;8179809;8355888;8427612;8485180;8353323;8051017;7925758;8247667;8387987;8784464;9147929;9394301;9583550;9628359;9651397;9906725;9607503;9980710;9886316;10046892
22500;Florence, SC (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;80.097;80.685;83.178;84.955;86.784;87.529;88.127;86.757;83.618;82.317;85.660;87.118;91.235;95.010;97.569;99.535;100.000;100.239;102.891;99.783;103.660;102.679;104.347
22500;Florence, SC (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);5685122;5802416;6055808;6347420;6667133;6974869;7183384;7199540;7151357;7093835;7482088;7737098;8261927;8774216;9181044;9443934;9628359;9880602;10315458;10207064;11108797;11774382;12505628
22520;Florence-Muscle Shoals, AL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);4491285;4475609;4693647;4958116;5099710;5125783;5104703;5111305;4818871;5088256;5205532;5258627;5602490;5422310;5329277;5184534;5105162;5215298;5220039;5166896;5354246;5545899;5726044
22520;Florence-Muscle Shoals, AL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;87.975;87.668;91.939;97.120;99.893;100.404;99.991;100.120;94.392;99.669;101.966;103.006;109.742;106.212;104.390;101.555;100.000;102.157;102.250;101.209;104.879;108.633;112.162
22520;Florence-Muscle Shoals, AL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);3170233;3219245;3448060;3774276;4013024;4211639;4325333;4412363;4209864;4496454;4701720;4839106;5212055;5159397;5168309;5066633;5105162;5367314;5451369;5468893;6019523;6715491;7212666
22540;Fond du Lac, WI (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);3912976;3867715;4020322;4241267;4317099;4360208;4413388;4482435;4169403;4398897;4595092;4879003;4932818;5061407;5035503;5026443;5100413;5214222;5269900;5008389;5166411;5170001;5021945
22540;Fond du Lac, WI (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;76.719;75.831;78.823;83.155;84.642;85.487;86.530;87.884;81.746;86.246;90.093;95.659;96.714;99.235;98.727;98.550;100.000;102.231;103.323;98.196;101.294;101.364;98.462
22540;Fond du Lac, WI (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2876262;2899232;3043122;3271531;3417240;3546984;3695381;3820541;3684620;3892152;4144998;4516817;4666899;4865391;4927665;4974870;5100413;5293790;5496350;5360278;5712468;6191785;6451530
22660;Fort Collins, CO (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);11094887;11866348;11971230;12241534;12590720;12865880;13316738;13601947;13397645;13801669;13863768;14400284;15071527;15871774;16600035;17266967;18593761;19479555;20344985;20154078;21332235;21728125;22016467
22660;Fort Collins, CO (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;59.670;63.819;64.383;65.837;67.715;69.195;71.619;73.153;72.055;74.227;74.561;77.447;81.057;85.361;89.277;92.864;100.000;104.764;109.418;108.392;114.728;116.857;118.408
22660;Fort Collins, CO (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);8723707;9425326;9535111;9910331;10455809;10965004;11569958;11934036;12018809;12371247;12545315;13271571;14114042;15121133;16158773;17037889;18593761;19835969;21144522;21442067;23430538;25390152;26974178
22900;Fort Smith, AR-OK (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);8467778;8680483;9121093;9664874;9965053;10467242;10036703;9813921;9101931;9394852;9631087;9516555;9407282;9384753;9210231;9220293;9252836;9477180;9612658;9518761;9956130;9996584;10158719
22900;Fort Smith, AR-OK (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;91.515;93.814;98.576;104.453;107.697;113.125;108.472;106.064;98.369;101.535;104.088;102.850;101.669;101.426;99.540;99.648;100.000;102.425;103.889;102.874;107.601;108.038;109.790
22900;Fort Smith, AR-OK (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);6207044;6470593;6894210;7486197;7995200;8682219;8575900;8672708;8105414;8422264;8741400;8826302;8860709;8995870;8968857;9096529;9252836;9686127;10048376;10152616;11135361;12020278;12729594
23060;Fort Wayne, IN (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);16325413;16800952;17589064;17982442;18477889;19115575;19624926;18657513;17256088;17783882;17901011;18704046;18662225;20090953;20952300;21626910;22444587;23295008;23463012;21796962;23361880;24347387;24697389
23060;Fort Wayne, IN (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;72.737;74.855;78.367;80.119;82.327;85.168;87.437;83.127;76.883;79.235;79.756;83.334;83.148;89.514;93.351;96.357;100.000;103.789;104.538;97.115;104.087;108.478;110.037
23060;Fort Wayne, IN (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);13111367;13677105;14402021;15012689;15723243;16582063;17279620;16539185;15645344;16115767;16394283;17459620;17632809;19282396;20485934;21372272;22444587;23798311;24350732;22974632;25619866;28589638;30231008
23420;Fresno, CA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);29431750;31820828;33660142;34313566;35649979;37609487;36710341;35584662;35919350;36233066;36625059;35489475;36916197;38105306;39852017;41390488;42568888;43779278;45018790;44416463;46007412;46107283;47612742
23420;Fresno, CA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;69.139;74.751;79.072;80.607;83.747;88.350;86.237;83.593;84.379;85.116;86.037;83.370;86.721;89.514;93.618;97.232;100.000;102.843;105.755;104.340;108.078;108.312;111.849
23420;Fresno, CA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);21072492;23139506;25186546;26776494;28199278;30526310;31301937;31002431;31296023;32317672;33957255;33556402;35856786;37447463;39044721;40546805;42568888;44516333;46716875;47136453;51935002;56235061;60151259
23460;Gadsden, AL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);2852953;2900318;2956540;3124155;3150817;3044837;3029170;3012740;2983136;3011510;3024369;2942621;3009365;3006436;3106556;3118102;3095515;3131025;3065345;2824810;2919437;2952383;3002919
23460;Gadsden, AL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;92.164;93.694;95.510;100.925;101.787;98.363;97.857;97.326;96.370;97.286;97.702;95.061;97.217;97.122;100.357;100.730;100.000;101.147;99.025;91.255;94.312;95.376;97.009
23460;Gadsden, AL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2079619;2161037;2235795;2413954;2494719;2490801;2534705;2571766;2624854;2658996;2707750;2700712;2808208;2852936;3024979;3086734;3095515;3191348;3200970;3030231;3262788;3527297;3776967
23540;Gainesville, FL (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);10920645;11246088;11382057;12391502;12692685;12922115;13597782;13492017;13149975;13095025;12912551;12826393;12992402;13411337;13665562;13950035;14483506;14965419;15397159;15408320;16415475;16965502;17724526
23540;Gainesville, FL (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;75.401;77.648;78.586;85.556;87.635;89.220;93.885;93.154;90.793;90.413;89.153;88.559;89.705;92.597;94.353;96.317;100.000;103.327;106.308;106.385;113.339;117.137;122.377
23540;Gainesville, FL (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);7637314;8068932;8359549;9389658;9902458;10434826;11339044;11465539;11511637;11550488;11534821;11705538;12117754;12742395;13269529;13733410;14483506;15282899;16071217;16596405;18335557;19981394;21823778
23580;Gainesville, GA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);6725450;6785323;7103220;7409719;7647153;7690294;7981548;7960700;7521629;7684680;8302211;8241966;8475751;8983297;9396494;9761450;10517593;11029043;11289071;11480934;12125633;13015442;13196711
23580;Gainesville, GA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;63.945;64.514;67.537;70.451;72.708;73.118;75.888;75.689;71.515;73.065;78.936;78.364;80.586;85.412;89.341;92.811;100.000;104.863;107.335;109.159;115.289;123.749;125.473
23580;Gainesville, GA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);4852905;5009595;5293914;5624516;5958182;6143030;6522280;6652970;6541287;6694944;7285585;7451000;7783964;8434764;9089479;9658543;10517593;11240762;11815397;12285660;13442550;15404898;16640845
23900;Gettysburg, PA (Metropolitan Statistical Area);1;Real GDP (thousands of chained 2017 dollars);2870686;3079556;3077669;3125042;3258002;3400782;3396711;3481667;3540362;3492310;3560178;3661621;3711568;3721392;3830516;3888451;4038383;3939119;3846736;3655582;3764950;3760563;3731401
23900;Gettysburg, PA (Metropolitan Statistical Area);2;Chain-type quantity indexes for real GDP;71.085;76.257;76.210;77.384;80.676;84.211;84.111;86.214;87.668;86.478;88.159;90.670;91.907;92.151;94.853;96.287;100.000;97.542;95.254;90.521;93.229;93.121;92.398
23900;Gettysburg, PA (Metropolitan Statistical Area);3;Current-dollar GDP (thousands of current dollars);2029664;2229805;2260012;2346434;2531807;2733444;2802355;2943323;3082755;3062586;3176398;3334887;3447706;3528067;3713553;3828356;4038383;4016825;4016988;3909520;4209881;4508275;4739846
